"comments","classe"
"Esquerdista ordinária e safada",1
"Nossa Manuela. Imaginei que vc fosse mais inteligente ou no mínimo tivesse um pouco de empatia. Você já foi á Roraima saber o que está se passando? Tem venezuelano fugindo da fome, da falta de remédios. Imagina a quantidade de venezuelano que prefere deixar a sua casa pra ir a um país estrangeiro morar na rua. Se submetem a situações deploráveis. Mas você não enxerga isso dentro do seu mundinho comunista, não é mesmo? Parabéns, HIPOCRITA!",1
"Ptistas Lixos 💩",1
"Enquanto a Bachelet comia toco do PT, estava caladinha.",1
"COMUNISTA SAFADA, MALPARIDA, MAMAGUEVA, DESGRAÇADA, COÑO É TU MADRE.",1
"Safada sem vergonha ! Velha asquerosa !??",1
"Parabéns deputada Benedita a senhora tem toda razão, racismo é crime.Esse coronel Tadeu é um verme facista é deve ser responsabilizado pelo ato que cometeu.",1
"De novo Narizinho,vc não cansa de falar mal do Bolsonaro,vai fazer outra coisa...vc sabe cozinhar,vai fazer alguma comida pro chifrudo do seu marido,chifrudo sim já que vc ama o cachaceiro de São Bernardo e vc qd vai ver ele em Curitiba,fica lá com ele na cela os dois a sós...",1
"Na moral, onde foi parar a sensatez? Kirchner pode ser esquerda, mas é corrupta pra caralho!!!",1
"Boa Manu, pelos ataques dos Bozonarianos, vc está no caminho certo, da para notar que esses lixos humanos estão literalmente se cagando preferimos Venezuelanos e Hermanos do que esses esses doidos que votaram no maluco fascista, miliciano, e sua família de bandidos!!!",1
"Essa esquerda é uma PIADA!!",1
"Safada??",1
"Safada??????",1
"Deputado racista verme fora lixos do psl",1
"Ele está certo. Vai ter um monte de argentino faminto invadindo aqui",1
"E um viva à esquerdalha!!!!!!",1
"PT não tem moral pra cobra e nem fala nada de ninguém. Corja de vagabundos",1
"#bolsomerda",1
"Pensei que eu era crazy até conhecer o bolsofurado e os bolsofãs dele, sou mais sã do que eu gostaria....",1
"Pra quem é de mercado e conhece o tamanho do desastre que pode acontecer caso Macri não vença as eleições sabe o porquê do massacre com a moeda argentina hoje, o mundo não tolera fracassados, não tolera esquerdistas bandidos!!! Deus salve a Argentina! Hoje foi um recado do planeta terra para ela!",1
"Ele vai ter que engolir a esquerdalhada. ????",1
"Vagabunda,Ordinária",1
"Maldita, quadrilha do PT é grande viu??????",1
"Para de manipular o gado deputada, ele não criou nada só sanciono a lei que vcs criaram, mas como esperar democracia de uma parlamentar petista né... aí fica tentando responsabilizar ele",1
"Mulherzinha cara de pau??????????????????????????????",1
"SAFADA",1
"Ele fala da esquerdalha brasileira como se fossem apenas umas centenas mas são milhões de brasileiros que pensam diferente desse sujeito.",1
"Parabens ministro Fschin, se o sr pudesse mandar logo esse lulopetista logo para o presidio, seria muito bom mesmo",1
"Esse elemento não fala uma frase sem insultar, desprezar e desmerecer algo ou alguma coisa. Que tipo de mulher criou essa criatura.",1
"Vaca falando, não sabe concatenar duas vogais ??",1
"UAUUUUUUUUUUU, ENGULAM ESQUERDA",1
"Venezuelanos correm para o território brasileiro pedindo socorro,e esses esquerdistas que só pensam no poder apoiando aquele filho da puta daquele psicopata. Falei",1
"Ainda tem “especialista” da @globonews dizendo que @manueladavila pode torcer pela eleição de Cristina kirchner e Alberto Fernández, o Bolsonada pode ameaçar os eleitores livres da Argentina. Vergonha dessa imprensa descarada e burlesca.",1
"Comunista ladrona, padrão PT pissol PCdoB LULAPRESIDIARIO DILMATERRORISTA",1
"Porque Bachelet faz parte da esquerda Hipócrita da América latina. Pergunte se ela tem pena de Cuba, Nicarágua ou da Venezuela. #MicheleBacheletHipócrita",1
"Kkkkk, os argentinos não são tapados como os Minions aqui no Brasil para viver as eguagens desse verme.",1
"Canalha vagabunda amiga de ditaduras",1
"Fora bozzolino! Christina vamos a volver???",1
"Venceremos a direitalha. Não percam suas esperanças.",1
"Muito bem fácil bandido é sempre bandido E o lugar dele é na cadeia lulaladrao fora STF protetor de bandido.",1
"Um bando babacas dizendo Deus no comando...Direita hipocrita e safada...",1
"Sua TONTA SAFADA",1
"mas o final e com o supremo , quer dizer e essa merda livre , exercito pra cima dessa vermelhada a unica solucao",1
"Certeza q a esquerda eh doente. Apoio a maduro, Cristina. Só pode ser doença",1
"Luladrão teu lugar é na papuda",1
"Esse lularapio tem que ser julgado e condenado e voltar a prisão",1
"O sul ja ta um lixo com o fascista do eduardo leite",1
"Cachorra safada o Brasil tá sob nova direção",1
"A mim ela eh similar aquelas moças que ficam na rodovia que trocam serviços por $. Sem tirar nem por...",1
"Tenho mais nojo de quem votou nesse jegueeeeeee..ahhh vc votou vai aqui o meu FODA_SE pra vc ...🤗🤗🤗🤗",1
"Tomem trouxas , trabalhominions",1
"Tá difícil mesmo esse bolsonaro e um demônio",1
"?? Comunista...",1
"#foracomunismosocialismo????????????",1
"Bolsonaro 17 sempre o único que colocou e investigou o partido mais desonesto do Brasil Pt e seus ladroes",1
"Vai fazer campanha pra Argentina tb? O gado dele não vota lá...",1
"Maldito congresso Nacional está cheio de comunista",1
"Bandida como todos esquerdopatas",1
"Tem q prender todos os petistas psolistas pcdobistas etc.",1
"Tenho a convicção que a esquerda está dando MAIS um tiro no pé!!! ESSE modus operandi de fake News é típico da esquerdalhada !!!",1
"Comunista lixo!",1
"Deixa, o povo da esquerda vai ter que ir todo pra cadeia nas eleições",1
"Lulaladrao. Teu lugar é na cadeia ...",1
"Que sirva pra esquerda, que foi a maior propulsora de fakenews nas últimas eleições...",1
"Vai faltar cadeia para o pessoal do Pt, Psol, e outros ????????",1
"Velha idiota comunista e corrupta .",1
"Quem mais disseminou fake news foi o ptfake.??",1
"Mas gente vamos deixar! Haddad já foi contemplado! Agora o resto da esquerda vai em cana! Eles vivem de publicar Fake News!",1
"Luladrão tem que voltar para Prisão em cela.comum NÃO sou obrigada pagar o Lixo desse MARGINAL VAGABUNDO VELHO BODE 🐐... Em cela com privilégios ahhh Não mesmo...",1
"Vejo um negócio desse e fico puto cara porque o exército não entra em ação logo esses canalhas estão fudendo com o Brasil com todos os brasileiros. Isso dá uma indignação tremenda, triste",1
"Na próxima eleição o PT vai ser extinto então, vive de mentiras.",1
"Ainda bem que do PT e do Lula Ladrao só falamos a verdade.",1
"Da pra botar uma pá de petezada na cadeia então...",1
"O Brasil vive uma calamidade onde todas as instituições estao tentando privilegiar a elite bandida política!! Sinto que nao temos maos a quem recorrer senao ao militares....triste fim!!!",1
"Eu tenho pena é de você não ter sido da época do grande General Pinochet que lamentavelmente deixou sobrar este resquício de desgraça.",1
"Impeachment do presidente urgente e toda a corja URGENTE. 🙌🙌🙌",1
"A esquerdalha e a que mais fábrica fake News eles são Mestre. Nisto",1
"Só vai dar ESQUERDISTA na cadeia te prepara Globo lixo",1
"Só quero saber quem irá julgar os esquerdopatas ? Sabemos muito bem que eles são os reis em FakeNews.",1
"Depois que o PT roubou tudo, foi o que sobrou!!!",1
"Vixe PT vai tudo enjaulado Então.... são fábricas de fake News",1
"Os maiores produtores de fake news são o PT, G1, Veja Uol serão punidos?",1
"Na verdade Bolsonaro não está governando, continuamos nas mãos da esquerda maldita!!!",1
"Quem manda é o Congresso e o STF, pelo visto. O pior, é ver a esquerdalha comemorando e dizendo que a militância Bolsonarista é a que mais propaga fake news. Fim dos tempos!",1
"PT lixo klkklk,,,,,acha que vai reinar de novo no Brasil,,,,veremos Kkk Kkk",1
"Que nada! Deram mais um tiro no próprio pé! Quem espalha fake news?? Ós comunistas, ptistas, psolistas e outra iiiistas. Então, nao criemos pânico.",1
"Eu não só os ladroes do seu partido e vc que paga...sua canalha",1
"Quando falam de intervenção militar ficam de mi mi mi, mas só dão motivos né?",1
"Vc tem problema Gleisi, a maioria do povo Brasileiro que o Luladrao Preso.",1
"Bom. Não vejo problemas para nós mas sim para a esquerda que se sustenta somente em fake news.",1
"Se prender a turma do lula que passa o dia soltando mentiras. Como o caso do @brasil_247 que só me",1
"Será que iram prender todos os militontos de esquerda?!...",1
"A petralha tá fudida",1
"O povo viu que o STF encontra-se institucionalizado por um corja chamada partidos dos trabalhadores, que ninguém trabalha 😂",1
"Os PTistas se fuderao muito",1
"Só os trabalhadores burros e idiotas são a favor dele",1
"Vai chupar cacete biscate",1
"Eita que vai ter petistas presos a bambam.",1
"Oq os comunistas postarem = VERDADEIRO. Oq a direita postar = FAKENEWS",1
"Isso vai ser para todos os partidos ou só para o partido do presidente????? E qual vai ser o critério para isso, e quem cai julgar, porque vi o pt fazer muitos faknews e ninguém fez nada! O próprio candidato do pt às vésperas das eleições aprontou.",1
"Discordo, eu gostei desse veto do Congresso, temos que ter em mente que, embora vários políticos de todos os partidos utilizem essa pratica, os de esquerda é que são profissionais neste assunto.",1
"A esquerda. E o Dep Kim kataguiri usado como boi de piranha. Fim do mundo. CENSURA TOTAL. ESTE CONGRESSO tem que responder.",1
"OLHA AI QUEM CENSURA????? A ESQUERDA E OS VELHOS POLÍTICOS",1
"Pessoal , vamos nos unir sempre. Kim e MBL são nossos aliados. A esquerda deste país se junta e não têm caráter. Ponto. A direita precisa ser firme. Um ou outro ponto poderá ser divergido. Normal. Conversem. DIREITA sempre. Unidos é que vencemos eles. Kim é um político honesto. Ele só precisa ter maldade. E sair do DEM. Claro",1
"PT quadrilha de bandidoooos",1
"Já sabe que a esquerda toda vai presa né.",1
"STF uma vergonha nacional #intervençãomilitarjá",1
"Infelizmente quem vai contra o sistema corrupto criado por Lula e PT saem perdendo sempre.",1
"#GloboSempreLixo tinha que ser a primeira, junto com o PT",1
"Sonhando a hora em que o barril de banha do inhonho botafogo, for condenado. Aí será a Vitória.",1
"Vou morrer na prisão, #ptnuncamais",1
"Golpistas e agora os facistas..",1
"Essa senhora é uma currupta igual seus amiguinhos do PT.",1
"A perseguição a Lula ainda não acabou, a mídia e a direita maldita, começaram a inventar coisas, primeiro plantaram falsas acusações referente do Porto de Cuba, agora estão investigando todos os movimento da empresa de telefonia de lulinha, afirmando que o governo federal aprovou projeto de lei favorecendo criminosamente a empresa do filho, pegaram todos os movimentos financeiros firmado com a oi, e passaram a dizer que tudo é produto do crime. O pior que estes malditos do MPF, fazem e perseguem Lula e a família, e nada acontece contra eles. Este Brasil do ódio",1
"Eu sou PT. Fora louco Bolsonaro",1
"Verdade! Então a pessoa da esquerda já pode ser presa por ficar publicando que o PR não fez nada até agora.",1
"Pra qualquer Zé Mané é cadeia, todo rigor da lei, já pra bandido que arrasa o país, que desvia milhões, bilhões de reais de dinheiro público, que faz falta nos hospitais, nas creches, na segurança, aí esses canalhas não fazem nada, ou melhor, são totalmente coniventes e até participantes. Querida @carla.zambelli acho que o presidente deveria entregar o país para o Exército, só assim esse Congresso satânico seria fechado, o STF destituído e esses canalhas presos ou expulsos do Brasil. Não vejo outra saída.",1
"Infelizmente o povo estam vendo e não estam tomando atitudes, temos que ir as ruas e para o país até que essa corja de vermes imundos saíam do nosso Brasil, temo que fazer com que a FAMÍLIA DE MELICIANOS BOLSONARISTA E TODAS SUA CORJA SEJAM PRESOS",1
"Com o molusco solto, até o dolar não cai!!! Quem confia num país que coloca o maior bandido do mundo na rua???? 😈😈😈😈",1
"Pelo que vejo grande parte do congresso legisla somente em causa própria, ladrões, corruptos não podem ser preso mas por fake news sim... Então a Globo está ferrada e PT nem se fala !",1
"Pq. ELa é SAFADA igual ao 9 dedos. ????",1
"Veta tudo pois no abuso de autoridade eles TB vão derrubar eu sou a favor do ART 142 fecha esta merda cara e o STF caro também. Coloca uma base militar forte das três armas na cabeça do cachorro e vamos explorar tudo junto com nossos índios e exilar todos os traidores para cuba Venezuela limpa o Brasil dos anti patriotas a prisão perpétua para todos os ladrões do dinheiro público, Lula Cabral aí vai",1
"Deveria valer só para os DESGRAÇADOS DOS INFERNOS MINIONS",1
"Então pode começar pela SEITA PT.",1
"Eu fico olhando esse povo besta do contra, ter raiva do Lula e do PT, não diminui o FATO que vc foi um otario pau no cu de ter votado no Bolsonaro . . . Faz a arminha 👉🏻👉🏻👉🏻👉🏻",1
"E que vai mais ser preso vai ser a esquerda.",1
"Isso é o comunismo , são essas criaturas das trevas , ??????????????",1
"Conta outra todo mundo sabe que o Lula roubou , o PT e seu s puxadinhos roubaram, vc e seu marido roubou os aposentados, chega, vira o disco",1
"OUTRO BANDIDO COMUNISTA Q VCS APOIARAM A REELEIÇÃO DO CHILENO CORRUPTO MESMO SABENDO Q ELE NO GOVERNO PASSADO ENGAVETOU AS 10 MEDIDAS DA LAVA JATO, COMO PODEM DEIXAR DE APOIAREM O MARCEL DEPUTADO BRILHANTE,INTELIGENTE P REELEGER ESSE CORRUPTO COM PAI RÉU E ELE COM PROCESSO EM CURSO,VCS FORAM ILUDIDOS PELOS TRAIDORES DO DEM INFILTRADO NO GOVERNO P ATRAPALHAR OS PLANOS DA NAÇÃO BRASILEIRA E DO GOVERNO BOLSONARO, SÓ IDIOTA NÃO VÊ Q ÔNIX LORENZZONI É TRAIDOR, ACORDA BRASIL...",1
"O nosso congresso são os ladroes do Ali Baba Lularapio, só que tem mais de 40 ladroes que terão de ser eliminados nas próximas eleições.",1
"Hahahaha.. essa quadrilha PT é foda!🤦‍♂️",1
"Kkkkkk cria vergonha na cara e pare com essas publicações sua.....PT afundou o país roubou tudo lula tem q morrer na cadeia",1
"Isto sempre ficou muito claro, Bolsolixo é contra os trabalhadores e o povo de bem num modo geral, ele apóia os milicianos, pronto a fazer qualquer desgraça contra o povo.",1
"E os esquerdopatas vão perder todas as eleições.",1
"Houve um tempo atrás que o Brasil recebeu milhares de chilenos, que veio arrumar emprego aqui no Brasil e os brasileiros os receberam de braços abertos, mas, o mundo e o povo é assim esquece rápido o bem que o outro fez! Mas, essa comunista está se achando, mas, é uma tremenda corrupta.",1
"Maioria dos Brasileiros que estão nos presídios do País! 👉LULALADRAO É O MANDANTE DA TORTURA E ASSASSINATO DO CELSO DANIEL. CABULOSO!",1
"👏👏👏👏👏👏👏👏 o @lulaoficial tá livre e os #bolsominionsidiotas estão desesperados 😂😂😂😂😂😂😂 Você já ouviu falar do CAGÔMETRO?? 🤔🧐 O Bozonaro é chique demais, ele já tem até um contador de cagadas pra registrar as merdas dele em um site na internet 😂😂😂😂😂 lá você vai encontrar tudo sobre o Laranjal do #psl 🍊🍊🍊🍊🍊🍊🍊🍊💩💩💩💩💩💩💩👇👇👇👇👇👇👇 👉 http://www.cagometro.com/ 👈",1
"Tenha vergonha na cara e fale dos vcs fizeram com o Brasil!!! Nos fale sobre como está o Lula kkkkk",1
"Dar credito a uma jovem manipulada, pela a esquerda so mostra que o presidente, esta certo, nao concordo com essas pessoas que dão mais valor a uma jovem , que nao conhece nada do mundo, nao viveu experiência nenhuma, a nao ser as que foram colocadas na cabecinha, e outra ela não conhece realmente o Brasil, so conhece aquilo que ela imagina, por favor, nao compare nossa nação com uma jovem que nao tem personalidade propia.",1
"Eu já disse : Se às Forças Armadas não FECHAREM este Congresso Nacional Corrupto nossa NAÇÃO estará condenada à Venezualizacao",1
"Ela e uma piranha mesmo...uma criança influenciada",1
"@joicehasselmannoficial, tem um monte de homem solto ppr ai, e vc querendo pegar um casado? Vc não vale nada...tome tento mulher...deixe essa putaria e vá lavar uma trouxa de roupa que esse fogo passa...",1
"Pirralhinha mimada manipulada pela esquerda. Nojinho!!",1
"Aí seusotario bonsoniho",1
"Quem quer saber oq vc pensa comunista corrupta vc deveria estar na cadeia !",1
"Bolsonaro é infantil e com viés ditador, votei nele, mas precisamos de outro alguém para 2022. Desejo que ele mude, senão será a mola para impulsionar o PT novamente",1
"Porra o presidente não serve pra porra nenhuma? Pra que presidente então? É o STF que governa o país? Estamos fudidos então... Se for isso mesmo o Brasil precisa de intervenção militar porque a nossa corte está recheada de bandidos!!!",1
"Mas ele só disse verdades uma pirralha criança usada pela esquerda.",1
"Pensado bem... saímos no lucro!! Não vai ter cadeia suficiente para tantos esquerdistas fanáticos. ??????????????",1
"A única coisa que no momento a esquerda faz é rosnar!!",1
"O presidente está certo esta pirralha é ferramenta da esquerda no mundo.",1
"Estão usando a menina e como usam a família da Mariela. Interesses excusos movem a mídia esquerdopa",1
"Tem q aprender a roubar com vcs do pt... vcs são mestres",1
"Os Bolsofanáticos !!! É até bonito de ver... Quanta fidelidade ao mito !!! Pra vocês, o Bolsonaro está acima da lei e da ordem, ele pode fazer e falar o que quiser, e vocês dizem Amém Capitão, por favor coma minha mulher, ou, coma meu marido !!! Afinal ele pode tudo né ??? Imagino que o sonho de vocês é que isso realmente aconteça !!!! Vocês são piores que os vermelhos que gritavam por Lula Livre !!!! Sinto em dizer-lhes mas, a pirralha está certa !!! Que base o Bolsonaro tem pra falar de Meio Ambiente !!! Não se pode falar nada contra o clã Bolsonaro que vocês se manifestam !!! 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",1
"Nossa mostre sua compaixão devolvendo o dinheiro que recebeu do MOLUSCO",1
"PEPPAAAAAAAAAA PEPPAAAAAAAAAAAAA PEPPAAAAAAAAA",1
"Isso tudo é falta de gente boa pra ser a personagem do ano ou mais uma manifestação do mau gosto esquerdista... ?",1
"Essa menina não passa de massa de manobra, mas a esquerda adora um “ídolo” cabeça de vento.",1
"Essa safada... Dinheiro ela gosta né? Não tem pena de roubar do Brasil!",1
"Familicia destruindo os direitos do trabalhador...",1
"PIRRALHA E FUTURA BABACA FRUSTADA...SERÁ NO MINIMO UMA FEMINASI PELUDA...",1
"INVESTIDORES NÃO SE IMPORTAM COM PIRRALHAS, INVESTIDORES SE IMPORTAM COM UM PAIS QUE LUTA CONTRA CORRUPÇÃO E PRENDE SEUS CRIMINOSOS...A MENOS QUE ESSES INVESTIDORES SEJAM DE ESQUERDA...AÍ ELES AINDA VEM PARA CÁ, NO MÍNIMO A ESPERA DE UMA APROVAÇÃO PARA CULTIVO DA CANABIS..",1
"A pirralha precisa estudar muito e deixar de reproduzir o que essa esquerdalha fala pra ela, nem nenhum aprofundamento das questoes!",1
"Pirralha socialistas de iPhone 😒",1
"Pirralha mimada patrocinada por esquerdopatia inescrupulosos que ficaram milionários as custas de idiotas úteis. O presidente da República tem razão",1
"A população está se lixando para opinião da imprensa internacional, deputada. É uma pirralha mimada patrocinada por esquerdopatas inescrupulosos com objetivos escusos que ficaram milionários. O presidente da República tem razão",1
"Greta chuck precisa arrumar um namorado.",1
"Sim, ela tem penas.......com certeza",1
"PORQUE É PORCA DO MESMO LODO",1
"É uma inocente útil ,pirralha vai lutar pela liberdade daquelas meninas ,são obrigadas a casar com 8 anos e morrem arrebentadas cadê a ONU ,Greta ,artistas super star e acabar com a fome na Venezuela ,África ,parem de ser hipócritas ,ela é usada pela esquerda Soros ,acorda Joice",1
"Pirralha se achando e faturando com o sucessinho de mídia esquerda.... a para ae...",1
"Essa Brochelet tem cara de corrupta da quadrilha lulaladrão.",1
"Todo apoio ao presidente da República. É uma pirralha mimada patrocinada por esquerdopatas inescrupulosos com objetivos escusos que ficaram milionários as custas de idiotas úteis",1
"Secou a fonte pilantra. Devia estar na cadeia. Esquerdista cara de pau",1
"Tão novinha e já curtindo os benefícios esquerdistas pirralha esperta ,troxa é quem acredita nessas supostas pessoas preocupadas com o mundo.vai cagar no mato",1
"Velha ridícula e bandida!! Parece uma porca",1
"CLARO QUE TEM PENA PORQUE ELA JUNTO COM O LULADRÃO SUGARAM O POVO DEVERIA TER VERGONHA NA CARA E DEVOLVER O DINHEIRO QUE LEVOU",1
"Essa idiotinha estå servindo de massa de manobra para o richinho comunista Shoros",1
"Esquerdopatas mentem para ver se vira verdade, isso é o lema deles.",1
"Pirralha ridiculamente comunista!",1
"Pirralha do caralho e gorda imunda",1
"PT nem em cena está, lulaaaa não governa desde 2014, seus bando de idiota",1
"Esquerdista @joicehasselmannoficial deixa de propagar merda e vai trabalhar pq nunca mais vc se elege!! Todos com @jairmessiasbolsonaro 🇧🇷👉🏻😎",1
"Fascusta maldito...O pior de tudo estiver que apesar de todas as lutas empreendidas pelos b",1
"Cuidado ao defender uma militante de esquerda. Ela se apegou a uma causa que nao tem soluçao. Há muito por tras da farça que ela se expõe.",1
"Essa pirralha, fantoche da esquerda não sabe nem o que diz, uma pobre criança sendo usada pelo establishment para dar voz às invenções infundadas do clima mundial, só sendo muito trouxa pra cair na conversa fiada destes hipocritas, a Time já escolheu como personalidade do ano de 1938 Hitler, que moral ela tem?",1
"Comunista hipócrita nojento lixos",1
"Essa garota precisa de tratamento, e é triste ver uma menina desperdiçando tempo e dinheiro de quem banca isso, com discursos vazios e de ódio, gerando simpatia apenas para militantes de esquerda a oportunistas....",1
"Greta, uma menina usada pela esquerda globalista para atingir o Brasil. Logo, o presidente está certíssimo.",1
"Estou começando a pegar ranço de vc @joicehasselmannoficial Eu te admirava porém vc está se tornando uma esquerdista cheia de mimimi faça seu trabalho e pare de criticar o Presidente, eu votei nele porque me representa, fala o que é e não o que a imprensa quer ouvir, o politicamente correto, se liga @joicehasselmannoficial",1
"Está menina está sendo manipulada pela esquerda. Mais um gado marcado.",1
"Dá para ver o nível dos critérios usados para essa escolha, pra quem tem um pouquinho de conhecimento, a escolha dessa peça de manobra do comunismo não altera em nada nossas vidas!",1
"VOCÊ SERÁ TOMBADA LOGO LOGO ESQUERDOPATA EMBUTIDA.",1
"@joicehasselmannoficial está igual mulher chifruda !!!",1
"@joicehasselmannoficial não estou entendendo... A Joice que conhecia antes de toda confusão com os bolsonaros certamente iria concordar com ele.. Pois vc sabe bem q a mídia esquerdista é mídia esquerdista em qualquer lugar do mundo, e essa imagem está sendo propagada pela mídia esquerdista... A mídia conservadora, os conservadores só redor do mundo pensa a mesma coisa q o bolsonaro, q ela é uma pirralha... Ou vc não acha q ela é uma pirralha, apenas mais um fantoche fabricado pela esquerda??",1
"Esse povo de esquerda é asqueroso e corruptos",1
"Milicianos a bordo, pó a jato",1
"CHEGA DE VITIMÍSMO, ELA TÁ SENDO USADA PELO SISTEMA, AS FALAS SÃO SEMPRE AS MESMAS KKK COISA DE ESQUERDA NÉ INFLADO SEMPRE ÓDIO... APESAR DE ALGUNS ERROS O HOME É FORTE MESMO, CONTINUA LEVANTANDO ALGUNS VERMES ATÉ LA DE FORA DO PAÍS...",1
"Um ano fora da escola, pena dessa garota, estão usando sua imagem p/ influenciar e servir de fantoche nas mãos desses fanáticos esquerdopatas. Pior é que ela sofre pois no fundo acredita em tudo que lhe falam. Alguém em sã consciência deveria olhar e afasta-lá do mal e perigo que está correndo, mostrar o verdadeiro caminho !",1
"Chupa bandidagem que votaram neste cara",1
"Time 1938 Hitler, Time 1940 Stalin, Time 1979 Aiatolá Khomeini, Time 1919 Greta Thumberg ou seja, a Time homenageia seus pseudos ícones de esquerda desde 1938, então deputada Joice toma VERGONHA na cara é assuma de vez a sua esquerdopatia e também lhe garanto que trair e perseguir o Presidente eleito pela maioria absoluta dos BRASILEIROS DE BEM, apenas porá um ponto final em sua pífia carreira política!",1
"To esa falacia pr esa menina que pr mim nao passa de uma mimada vem de berso familia rica,esta sendo usada pela esquerda,porque ela nao fala do maior poloidor mundial chamado CHINA ai vem esa bosta querer falar.",1
"Pobre menina!! Teleguiada, por interesses excusos!!! Comunistas por trás.",1
"Os militontos são doentes e não cansam de  compartilhar Fake News e passarem vergonha",1
"A Dilma poderia fazer stand-up... hahahahaa chorando de rir até 202....chora petralhas...",1
"Quem e o chefão da quadrilha 🤣 dos petralhas 😂 babaca",1
"Os Bozoloides vão fazer menos o n:2 🤣🤣🤣🤣🤣a mando do Patrão deles🤣🤣🤣🤣🤣",1
"Dilma terrorista... PT mandou matar, executar o pai do presidente da OAB... Como é que pode falar de moderação",1
"ontinuará sendo a diva das Américas e a única mulher eleita e reeleita presidente da república federativa do Brasil! Engulam isso, canalhas fascistas.",1
"Poucos vão sentir, porque a maioria dos Bolsotários são desempregados ou autônomos. Nem irão perceber o impacto na Economia. Não são gente. São espíritos encarnados",1
"Se ela fala merda porque, vcs minions , ainda param pra ouvir ? O presidente de vcs é um poço de sabedoria né ?!",1
"Nenhuma, mas va dizer isso aos burros que o elegeram!",1
"Hospício já para a estocasora de vento.  Viva ustra.",1
"USTRA VIVE EM 😎😎😎😎🇧🇷🇧🇷🇧🇷👏👏👏👏",1
"Ainda vamos ver muito absurdo antes de grande parte do bolsonarismo chucro acordar, o resto vai ser fiel não importa o que vier",1
"🤡💩☠️fora Bozzolóide",1
"ATENÇÃO AOS BOZOLOIDE DE PLANTÃO 🤣🤣🤣🤣🤣. TIRANDO SARRO DA DILMA",1
"Cala essa boca sua vaca velha vai para Venezuela",1
"Falei e falo sempre, já passou da hora de dar um pau nesses esquerdistas.",1
"Mais um projeto de esquerdista dominada pelo ódio.",1
"Porque é bandido da organização criminosa do luladrao. Não aceita nosso presidente Bolsonaro. E melhor aceita que dói menos??",1
"Dificil é tirar o pt da mente dos esquerdopratas",1
"Oras. Ele está cumprindo sua campanha. Os trouxas dos gados merecem. Se ferrem tudim.",1
"O que mais tem é idiota  na política PT e seus puxadinhos, são campeões na categoria.",1
"Acredito que esses comunistas malditos bandidos estão folgando demais!!!! Uma boa prenda para dar um jeito neles 💣👊🏻💣👊🏻",1
"Mistura do Chuck com a Chiquinha ! Uma garotinha sueca, de trancinha, com ar de inocência, atriz perfeita para as massas esquerdistas! Que feio. Deveriam ter vergonha!",1
"CANALHAS.,PETRALHAS.!",1
"CRIA DE GEORGE SORUS... RICA , FINA E ESPERTA.. NÃO ENGANA A NINGUEM. ROUBARAM AQUI AS MERENDAS É O PT NAÕ FEZ NADA PARA PUNIR OS DESVIOS DE VERBA DOS ALIMENTOS E FARDAMENTOS .",1
"Isso eh esquerda. Eh o lixo do lixo. E ainda temos milhões de acéfalos que defendem e apoiam essa corja.",1
"Intervenção militar no STF!!!!! Urgente!!! Presidente precisa caçar esses canalhas traidores da Pátria, não há outro jeito... Senão essas escórias não vão aprender que existe justiça de verdade e eles estão sujeitos à ela.",1
"Que saudade do regime militar",1
"Canalhas, comunistas desgracados!!!",1
"Lixo esses petzadas mais não adianta o Brasil e nosso",1
"A nova Tábata da esquerda identitária . A queridinha do imperialismo verde ,empenhar que eu já achei que existia esquerda no Brasil .",1
"Safados marxistas",1
"São uns Malditos que só pensam no bolso deles e que os Pobres e os Discriminados pela sociedade cruel continuem nas mãos deles.  Comunistas do Inferno! 😢😢😢",1
"ELA DIZENDO QUE OS CAPITALISTAS LHES ROUBARAM A INFÂNCIA POR CAUSA DO AQUECIMENTO GLOBAL.. SE ELA SOUBESSE QUE LULA, O PT, O PMDB E CABRAL ROUBARAM ESCOLA, MERENDA, HOSPITAIS, REMÉDIOS DE TODAS AS CRIANÇAS BRASILEIRA.. ACHO QUE ELA NEM BOTAVA A CARA NA ONU....",1
"Esquerda maldita",1
"Aí @manoblues1971 .. essa esquerdista tá legal pra ti? ??",1
"ESSES VERMES VERMELHOS SÓ FAZEM ISSO PELO BRASIL (MAL)NÃO AMAM A PÁTRIA",1
"😕😕😕PARTIDO COMUNISTA DO MAL, ESQUERDALHAS DEMENTES, ANTIPATRIOTAS DO CARAMBA, LIXOS",1
"PTralhas do inferno, almadicoados sejam e queimem no inferno bandidos",1
" O único desejo do Pt  facção criminosa é dinheiro é poder,o comunismo é devastador 😟 corrosivo, não faz sentido o comportamento desse pessoal de não aceitar que perderam  o poder,bando de doentes egoístas avarentos",1
"Cambada de comunistas nojentos",1
"Esse bolsolixo é um canalha....",1
"Vagabunda ordinária velha dó capeta vai cuidar da sua bunda velha esclerosada",1
"Vadia ridícula",1
"Coitada da menina @manueladavila porque a esquerda adora usar pessoas assim tipo ela ?",1
"Ela não teve pena do Brasil quando Cuba ininteruptamente tentou interferir na nossa democracia. Amiga de comunistas sujos. Amiga de Fidel Castro, um rato ditador e assassino que hoje ocupa um cargo na ONU que não condiz com seu caráter e nem com suas convicções políticas.",1
"Esse bolsolixo é um canalha....",1
